manufacturing_uid,city,asset_id,asset_name,asset_type,line,package_id,phase,sequence,work_center,duration_days,duration_model,quantity_basis,resource_count,planned_start_day,planned_finish_day,planned_start_basis,planned_finish_basis,predecessors,predecessor_uids,external_predecessors,work_order_title,work_order_detail,staff_roles,staff_tasks,materials_or_inputs,bom_refs,material_count,material_status,deliverables,evidence_required,release_authority,qa_gate_hint,qa_uid,verification_uid,verification_status,blocks_successors,status,priority,qa_hold_point,resource_pool,resource_lane,resource_capacity,resource_predecessor_uid,schedule_predecessor_uids,late_start_day,late_finish_day,total_float_days,is_critical,budget_bucket,budget_usd
samawah:SAM-SW-014:sw-10-turnout-build,samawah,SAM-SW-014,sw-line-1-0985-0109-s025566-yd-12,switch,line-1,sw-10-turnout-build,track-civil,10,track/switch crew,5,fixed-days,template fixed duration = 5 day(s),,35,39,project_day_35,project_day_39,sys-00-baseline-freeze,samawah:SAM-SYS-001:sys-00-baseline-freeze,,"Switch kit build, actuator, and bench proof","Assemble turnout kit, actuator, detection, hand-crank provision, wiring, and bench proof before installation.",switch technician; track supervisor; quality technician,Assemble switch; install actuator; bench proof detection; record blade throw and torque.,"turnout kit, actuator, detection sensors, wiring kit",project_kit:switch:turnout-kit; project_kit:switch:actuator; project_kit:switch:detection-sensors; project_kit:switch:wiring-kit,4,required,bench-accepted switch kit ready for site,"bench proof record, actuator serial, detection test",track QA lead,qa-22-trackform-rail,samawah:SAM-SW-014:qa-22-trackform-rail,samawah:SAM-SW-014:sw-10-turnout-build:VERIFY,required,yes,planned,safety,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.",track/switch crew,2,2,samawah:SAM-SW-012:sw-10-turnout-build,samawah:SAM-SYS-001:sys-00-baseline-freeze; samawah:SAM-SW-012:sw-10-turnout-build,947,951,912,False,signalling,26262.26
samawah:SAM-TRK-L2-005:trk-10-survey-utility,samawah,SAM-TRK-L2-005,line-2 section 005,track-section,line-2,trk-10-survey-utility,track-civil,10,corridor civil crew,3,route-metres,ceil(2181.0 route m / (1000 m/day x 1 resources)),1,26,28,project_day_26,project_day_28,sys-00-baseline-freeze,samawah:SAM-SYS-001:sys-00-baseline-freeze,,"Track section survey, permits, utilities, and access release","Confirm alignment, utility clashes, drainage path, traffic/access plan, laydown, and safe-work boundary for the section.",survey lead; civil supervisor; permit coordinator; safety officer,Set out control; mark utilities; confirm access; brief crew; upload permits.,"route survey, utility maps, traffic plan, possession plan",project_kit:track-civil:survey-control; project_kit:track-civil:utility-clearance; project_kit:track-civil:site-access,3,required,released section ready for civils,"survey control sheet, utility clearance, permit pack",civil QA lead,qa-20-survey-geotech,samawah:SAM-TRK-L2-005:qa-20-survey-geotech,samawah:SAM-TRK-L2-005:trk-10-survey-utility:VERIFY,required,yes,planned,safety,"Survey control, cadastral constraints, buried utilities, flood paths, and geotechnical assumptions accepted before civil construction.",corridor civil crew,1,2,samawah:SAM-TRK-L2-003:trk-10-survey-utility,samawah:SAM-SYS-001:sys-00-baseline-freeze; samawah:SAM-TRK-L2-003:trk-10-survey-utility,842,844,816,False,civil,742421.84
samawah:SAM-WPT-L2-001:wpt-10-cabinet-bench,samawah,SAM-WPT-L2-001,line-2 waypoint 001,waypoint,line-2,wpt-10-cabinet-bench,wayside-systems,10,wayside bench,3,fixed-days,template fixed duration = 3 day(s),,32,34,project_day_32,project_day_34,sys-00-baseline-freeze,samawah:SAM-SYS-001:sys-00-baseline-freeze,,Waypoint/W-SBC cabinet build and bench test,"Assemble cabinet, SBC, power supply, radio, sensors interface, beacon readers, identity, firmware, and cybersecurity keys.",systems technician; software technician; quality technician,Build cabinet; load firmware; bind identity; run IO/radio bench test; record serials.,"W-SBC cabinet kit, radio kit, sensor interface, signed firmware, key register",project_kit:wayside:wsbc-cabinet; project_kit:wayside:radio-kit; project_kit:wayside:sensor-interface; project_kit:wayside:beacon-reader; project_kit:wayside:secure-element,5,required,bench-accepted waypoint cabinet,"serial register, firmware hash, IO test, radio test, key ceremony record",systems QA lead,qa-26-wayside-comms-safety,samawah:SAM-WPT-L2-001:qa-26-wayside-comms-safety,samawah:SAM-WPT-L2-001:wpt-10-cabinet-bench:VERIFY,required,yes,planned,safety,"Wayside hardware, comms resilience, switch control, intrusion verdicts, passenger systems, and cybersecurity accepted before trial running.",wayside bench,3,3,samawah:SAM-WPT-L1-006:wpt-10-cabinet-bench,samawah:SAM-SYS-001:sys-00-baseline-freeze; samawah:SAM-WPT-L1-006:wpt-10-cabinet-bench,978,980,946,False,signalling,15757.36
samawah:SAM-SIG-005:wpt-20-install-commission,samawah,SAM-SIG-005,station systems node line-1-0493-0475-s009151,signalling-comms,line-1,wpt-20-install-commission,wayside-systems,20,wayside systems crew,4,fixed-days,template fixed duration = 4 day(s),,75,78,project_day_75,project_day_78,"wpt-10-cabinet-bench,trk-30-trackform-rail",samawah:SAM-SIG-005:wpt-10-cabinet-bench; samawah:SAM-TRK-L1-004:trk-30-trackform-rail,,"Waypoint/W-SBC install, coverage, and proof test","Install the waypoint node, connect power/network/sensors, test radio coverage, prove section state messages, and release into integrated trial running.",systems supervisor; radio technician; software technician; quality technician,Mount cabinet; terminate cables; verify coverage; run section-state proof; close cyber checklist.,"bench-accepted cabinet, power feed, comms link, sensor kit, test script",project_kit:wayside:power-feed; project_kit:wayside:comms-link; project_kit:wayside:sensor-kit; project_kit:wayside:mounting-hardware,4,required,commissioned waypoint node ready for trial running,"coverage map, section-state proof, cyber checklist, commissioning certificate",systems QA lead,qa-26-wayside-comms-safety,samawah:SAM-SIG-005:qa-26-wayside-comms-safety,samawah:SAM-SIG-005:wpt-20-install-commission:VERIFY,required,yes,planned,safety,"Wayside hardware, comms resilience, switch control, intrusion verdicts, passenger systems, and cybersecurity accepted before trial running.",wayside systems crew,3,3,samawah:SAM-WPT-L1-001:wpt-20-install-commission,samawah:SAM-SIG-005:wpt-10-cabinet-bench; samawah:SAM-TRK-L1-004:trk-30-trackform-rail; samawah:SAM-WPT-L1-001:wpt-20-install-commission,972,975,897,False,signalling,21009.81
samawah:SAM-SW-012:sw-20-install-proof,samawah,SAM-SW-012,sw-line-1-0985-0109-s025566-yd-10,switch,line-1,sw-20-install-proof,track-civil,20,track/switch crew,4,fixed-days,template fixed duration = 4 day(s),,163,166,project_day_163,project_day_166,"sw-10-turnout-build,trk-30-trackform-rail",samawah:SAM-SW-012:sw-10-turnout-build; samawah:SAM-TRK-L1-008:trk-30-trackform-rail,,"Switch installation, geometry, detection, and route proof","Install switch, prove geometry, detection, hand operation, route locking interface, drainage, and safe return-to-track.",switch technician; survey technician; systems technician; quality technician,Install turnout; align geometry; prove detection; run route proof; upload as-built.,"bench-accepted switch kit, ballast/slab materials, cabling, test script",project_kit:switch:site-trackform; project_kit:switch:cabling; project_kit:switch:route-proof-kit; project_kit:switch:as-built-survey,4,required,commissioned switch ready for integrated trial,"geometry report, detection proof, route proof, as-built record",commissioning manager,qa-22-trackform-rail,samawah:SAM-SW-012:qa-22-trackform-rail,samawah:SAM-SW-012:sw-20-install-proof:VERIFY,required,yes,planned,safety,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.",track/switch crew,1,2,samawah:SAM-SW-010:sw-20-install-proof,samawah:SAM-SW-012:sw-10-turnout-build; samawah:SAM-TRK-L1-008:trk-30-trackform-rail; samawah:SAM-SW-010:sw-20-install-proof,984,987,821,False,signalling,21009.81
samawah:SAM-TRK-L2-002:trk-30-trackform-rail,samawah,SAM-TRK-L2-002,line-2 section 002,track-section,line-2,trk-30-trackform-rail,track-civil,30,track crew,15,route-metres,ceil(2902.0 route m / (200 m/day x 1 resources)),1,125,139,project_day_125,project_day_139,trk-20-subgrade-drainage,samawah:SAM-TRK-L2-002:trk-20-subgrade-drainage,,"Trackform, rail, fasteners, welds, and geometry","Slipform long open slab-track runs, use single-track ST6 panels only in declared constrained zones, then install rail, fasteners, welds, bonding, and final geometry.",track supervisor; rail welder; survey technician; quality technician,Lay trackform; install rail; weld and grind; measure geometry; close defects.,"machine-controlled formation, slipform concrete and curing system, constrained-zone ST6 panels, rail, fasteners, weld consumables, bonding kit",project_kit:track-civil:rail; project_kit:track-civil:fasteners; project_kit:track-civil:slab-or-sleeper; project_kit:track-civil:weld-consumables; project_kit:track-civil:bonding,5,required,track section ready for systems installation,"weld log, geometry report, fastener torque record, bonding test",track QA lead,qa-22-trackform-rail,samawah:SAM-TRK-L2-002:qa-22-trackform-rail,samawah:SAM-TRK-L2-002:trk-30-trackform-rail:VERIFY,required,yes,planned,safety,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.",track crew,2,2,samawah:SAM-TRK-L2-001:trk-30-trackform-rail,samawah:SAM-TRK-L2-002:trk-20-subgrade-drainage; samawah:SAM-TRK-L2-001:trk-30-trackform-rail,941,955,816,False,civil,3712109.2
samawah:SAM-WPT-L1-007:wpt-20-install-commission,samawah,SAM-WPT-L1-007,line-1 waypoint 007,waypoint,line-1,wpt-20-install-commission,wayside-systems,20,wayside systems crew,4,fixed-days,template fixed duration = 4 day(s),,111,114,project_day_111,project_day_114,"wpt-10-cabinet-bench,trk-30-trackform-rail",samawah:SAM-WPT-L1-007:wpt-10-cabinet-bench; samawah:SAM-TRK-L1-007:trk-30-trackform-rail,,"Waypoint/W-SBC install, coverage, and proof test","Install the waypoint node, connect power/network/sensors, test radio coverage, prove section state messages, and release into integrated trial running.",systems supervisor; radio technician; software technician; quality technician,Mount cabinet; terminate cables; verify coverage; run section-state proof; close cyber checklist.,"bench-accepted cabinet, power feed, comms link, sensor kit, test script",project_kit:wayside:power-feed; project_kit:wayside:comms-link; project_kit:wayside:sensor-kit; project_kit:wayside:mounting-hardware,4,required,commissioned waypoint node ready for trial running,"coverage map, section-state proof, cyber checklist, commissioning certificate",systems QA lead,qa-26-wayside-comms-safety,samawah:SAM-WPT-L1-007:qa-26-wayside-comms-safety,samawah:SAM-WPT-L1-007:wpt-20-install-commission:VERIFY,required,yes,planned,safety,"Wayside hardware, comms resilience, switch control, intrusion verdicts, passenger systems, and cybersecurity accepted before trial running.",wayside systems crew,2,3,samawah:SAM-WPT-L1-006:wpt-20-install-commission,samawah:SAM-WPT-L1-007:wpt-10-cabinet-bench; samawah:SAM-TRK-L1-007:trk-30-trackform-rail; samawah:SAM-WPT-L1-006:wpt-20-install-commission,980,983,869,False,signalling,21009.81
samawah:SAM-EN-014:en-10-energy-build,samawah,SAM-EN-014,energy site at line-2-0275-0378-s012812,energy,line-2,en-10-energy-build,energy,10,energy crew,10,fixed-days,template fixed duration = 10 day(s),,65,74,project_day_65,project_day_74,sys-00-baseline-freeze,samawah:SAM-SYS-001:sys-00-baseline-freeze,,"PV, BESS, charger, switchgear, and earthing build","Install PV/BESS/charger equipment, protection, earthing, fire safety, and grid/PPA interface at the site.",electrical supervisor; PV technician; battery technician; quality technician,Install equipment; terminate protection; test earthing; inspect fire safety; record serials.,"PV kit, BESS kit, charger, switchgear, protection relays, earthing materials",project_kit:energy:pv-kit; project_kit:energy:bess-kit; project_kit:energy:charger; project_kit:energy:switchgear; project_kit:energy:protection-relays; project_kit:energy:earthing,6,required,energy site ready for commissioning,"earthing test, protection settings, equipment serials, fire-safety inspection",energy QA lead,qa-25-power-energy,samawah:SAM-EN-014:qa-25-power-energy,samawah:SAM-EN-014:en-10-energy-build:VERIFY,required,yes,planned,safety,"PV strings, storage, chargers, protection, earthing, islanding, and emergency isolation accepted before train charging.",energy crew,2,2,samawah:SAM-EN-012:en-10-energy-build,samawah:SAM-SYS-001:sys-00-baseline-freeze; samawah:SAM-EN-012:en-10-energy-build,922,931,857,False,solar_plant,1224991.14
samawah:SAM-RS-L1-003:rs-10-material-kit,samawah,SAM-RS-L1-003,line-1 trainset 003,rolling-stock,line-1,rs-10-material-kit,rolling-stock,10,rolling stock plant,3,fixed-days,template fixed duration = 3 day(s),,5,7,project_day_5,project_day_7,sys-00-baseline-freeze,samawah:SAM-SYS-001:sys-00-baseline-freeze,,Trainset material kit and production traveller,"Create the trainset production traveller, allocate BOM kit, verify cell, motor, inverter, brake, door, HVAC, interior, and fastener traceability.",stores clerk; production planner; quality technician,Pick kit; scan serials; quarantine substitutions; attach certificates; release first operation.,"Approved rolling-stock BOM, material certificates, software baseline",rolling_stock_bom:B1; rolling_stock_bom:B2; rolling_stock_bom:B3; rolling_stock_bom:B4; rolling_stock_bom:B5; rolling_stock_bom:T5; rolling_stock_bom:T6; rolling_stock_bom:T11; rolling_stock_bom:T18; rolling_stock_bom:E1; rolling_stock_bom:E2; rolling_stock_bom:E17,12,required,"released kit, trainset traveller, serial traceability sheet","kit checklist, certificates, traveller signoff",production planner,qa-10-carbody-structure,samawah:SAM-RS-L1-003:qa-10-carbody-structure,samawah:SAM-RS-L1-003:rs-10-material-kit:VERIFY,required,yes,planned,routine,"Dimensional survey, weld traceability, NDT sample, corrosion-protection record, and crash/load evidence accepted before fit-out.",rolling stock plant,3,4,,samawah:SAM-SYS-001:sys-00-baseline-freeze,11,13,6,False,rolling_stock,60000.0
samawah:SAM-SIG-008:wpt-10-cabinet-bench,samawah,SAM-SIG-008,station systems node line-1-0814-0268-s019260,signalling-comms,line-1,wpt-10-cabinet-bench,wayside-systems,10,wayside bench,3,fixed-days,template fixed duration = 3 day(s),,11,13,project_day_11,project_day_13,sys-00-baseline-freeze,samawah:SAM-SYS-001:sys-00-baseline-freeze,,Waypoint/W-SBC cabinet build and bench test,"Assemble cabinet, SBC, power supply, radio, sensors interface, beacon readers, identity, firmware, and cybersecurity keys.",systems technician; software technician; quality technician,Build cabinet; load firmware; bind identity; run IO/radio bench test; record serials.,"W-SBC cabinet kit, radio kit, sensor interface, signed firmware, key register",project_kit:wayside:wsbc-cabinet; project_kit:wayside:radio-kit; project_kit:wayside:sensor-interface; project_kit:wayside:beacon-reader; project_kit:wayside:secure-element,5,required,bench-accepted waypoint cabinet,"serial register, firmware hash, IO test, radio test, key ceremony record",systems QA lead,qa-26-wayside-comms-safety,samawah:SAM-SIG-008:qa-26-wayside-comms-safety,samawah:SAM-SIG-008:wpt-10-cabinet-bench:VERIFY,required,yes,planned,safety,"Wayside hardware, comms resilience, switch control, intrusion verdicts, passenger systems, and cybersecurity accepted before trial running.",wayside bench,2,3,samawah:SAM-SIG-005:wpt-10-cabinet-bench,samawah:SAM-SYS-001:sys-00-baseline-freeze; samawah:SAM-SIG-005:wpt-10-cabinet-bench,946,948,935,False,signalling,15757.36
