verification_uid,manufacturing_uid,qa_uid,city,asset_id,asset_name,asset_type,package_id,phase,qa_gate_id,qa_stage,hold_point,evidence_required,release_authority,required_result,blocks_successors,verification_source,status
samawah:SAM-RS-L1-003:rs-20-carbody-bogie:VERIFY,samawah:SAM-RS-L1-003:rs-20-carbody-bogie,samawah:SAM-RS-L1-003:qa-11-bogie-wheelset,samawah,SAM-RS-L1-003,line-1 trainset 003,rolling-stock,rs-20-carbody-bogie,rolling-stock,qa-11-bogie-wheelset,subassembly,"Bogie frame, wheelset, bearing, brake, and suspension records accepted before bogie marriage.","bogie frame NDT, wheel profile and axle UT/MT, bearing certificate, brake static test, torque/fastener log",mechanical acceptance engineer,pass,yes,qa_action,required
samawah:SAM-SIG-008:wpt-20-install-commission:VERIFY,samawah:SAM-SIG-008:wpt-20-install-commission,samawah:SAM-SIG-008:qa-26-wayside-comms-safety,samawah,SAM-SIG-008,station systems node line-1-0493-0475,signalling-comms,wpt-20-install-commission,wayside-systems,qa-26-wayside-comms-safety,systems commissioning,"Wayside hardware, comms resilience, switch control, intrusion verdicts, passenger systems, and cybersecurity accepted before trial running.","W-SBC identity register, radio coverage, switch proof test, sensor calibration, CCTV/fare-system test, penetration-test closeout",systems assurance lead,pass,yes,qa_action,required
samawah:SAM-ST-012:st-20-mep-passenger-systems:VERIFY,samawah:SAM-ST-012:st-20-mep-passenger-systems,samawah:SAM-ST-012:qa-24-stations-depots-plant,samawah,SAM-ST-012,مستشفى النسائية والاطفال التعليمي,station,st-20-mep-passenger-systems,stations,qa-24-stations-depots-plant,building works,"Platforms, canopy PV, passenger circulation, depot pits, workshop tools, fire/life safety, and accessibility accepted before public opening.","platform gauge survey, canopy inspection, fire/life-safety signoff, accessibility audit, tool calibration, depot bay test",stations/depot acceptance board,pass,yes,qa_action,required
samawah:SAM-SW-015:sw-20-install-proof:VERIFY,samawah:SAM-SW-015:sw-20-install-proof,samawah:SAM-SW-015:qa-22-trackform-rail,samawah,SAM-SW-015,sw-line-1-0147-0558-yd-13,switch,sw-20-install-proof,track-civil,qa-22-trackform-rail,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.","track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",track acceptance engineer,pass,yes,qa_action,required
samawah:SAM-TRK-L1-012:trk-30-trackform-rail:VERIFY,samawah:SAM-TRK-L1-012:trk-30-trackform-rail,samawah:SAM-TRK-L1-012:qa-22-trackform-rail,samawah,SAM-TRK-L1-012,line-1 section 012,track-section,trk-30-trackform-rail,track-civil,qa-22-trackform-rail,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.","track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",track acceptance engineer,pass,yes,qa_action,required
samawah:SAM-WPT-L1-010:wpt-20-install-commission:VERIFY,samawah:SAM-WPT-L1-010:wpt-20-install-commission,samawah:SAM-WPT-L1-010:qa-26-wayside-comms-safety,samawah,SAM-WPT-L1-010,line-1 waypoint 010,waypoint,wpt-20-install-commission,wayside-systems,qa-26-wayside-comms-safety,systems commissioning,"Wayside hardware, comms resilience, switch control, intrusion verdicts, passenger systems, and cybersecurity accepted before trial running.","W-SBC identity register, radio coverage, switch proof test, sensor calibration, CCTV/fare-system test, penetration-test closeout",systems assurance lead,pass,yes,qa_action,required
samawah:SAM-RS-L1-002:rs-30-traction-battery-control:VERIFY,samawah:SAM-RS-L1-002:rs-30-traction-battery-control,samawah:SAM-RS-L1-002:qa-12-traction-brake-battery,samawah,SAM-RS-L1-002,line-1 trainset 002,rolling-stock,rs-30-traction-battery-control,rolling-stock,qa-12-traction-brake-battery,systems integration,Bench and trainset-level functional tests accepted before dynamic movement.,"motor/inverter factory test, insulation resistance, BMS cell map, contactor test, thermal soak, brake-rate test",traction and energy assurance lead,pass,yes,qa_action,required
samawah:SAM-SIG-011:wpt-10-cabinet-bench:VERIFY,samawah:SAM-SIG-011:wpt-10-cabinet-bench,samawah:SAM-SIG-011:qa-26-wayside-comms-safety,samawah,SAM-SIG-011,station systems node line-1-0361-0517,signalling-comms,wpt-10-cabinet-bench,wayside-systems,qa-26-wayside-comms-safety,systems commissioning,"Wayside hardware, comms resilience, switch control, intrusion verdicts, passenger systems, and cybersecurity accepted before trial running.","W-SBC identity register, radio coverage, switch proof test, sensor calibration, CCTV/fare-system test, penetration-test closeout",systems assurance lead,pass,yes,qa_action,required
samawah:SAM-SW-018:sw-10-turnout-build:VERIFY,samawah:SAM-SW-018:sw-10-turnout-build,samawah:SAM-SW-018:qa-22-trackform-rail,samawah,SAM-SW-018,sw-line-1-0147-0558-yd-16,switch,sw-10-turnout-build,track-civil,qa-22-trackform-rail,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.","track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",track acceptance engineer,pass,yes,qa_action,required
samawah:SAM-TRK-L2-002:trk-20-subgrade-drainage:VERIFY,samawah:SAM-TRK-L2-002:trk-20-subgrade-drainage,samawah:SAM-TRK-L2-002:qa-21-earthworks-drainage,samawah,SAM-TRK-L2-002,line-2 section 002,track-section,trk-20-subgrade-drainage,track-civil,qa-21-earthworks-drainage,civil works,"Compaction, capping layer, drainage, culverts, and fence lines accepted before trackform installation.","compaction test, material gradation, drainage as-built, culvert inspection, fence/gate punch list",civil QA lead,pass,yes,qa_action,required
samawah:SAM-WPT-L2-001:wpt-10-cabinet-bench:VERIFY,samawah:SAM-WPT-L2-001:wpt-10-cabinet-bench,samawah:SAM-WPT-L2-001:qa-26-wayside-comms-safety,samawah,SAM-WPT-L2-001,line-2 waypoint 001,waypoint,wpt-10-cabinet-bench,wayside-systems,qa-26-wayside-comms-safety,systems commissioning,"Wayside hardware, comms resilience, switch control, intrusion verdicts, passenger systems, and cybersecurity accepted before trial running.","W-SBC identity register, radio coverage, switch proof test, sensor calibration, CCTV/fare-system test, penetration-test closeout",systems assurance lead,pass,yes,qa_action,required
samawah:SAM-RS-L1-001:rs-40-fitout-static-test:VERIFY,samawah:SAM-RS-L1-001:rs-40-fitout-static-test,samawah:SAM-RS-L1-001:qa-13-passenger-systems,samawah,SAM-RS-L1-001,line-1 trainset 001,rolling-stock,rs-40-fitout-static-test,rolling-stock,qa-13-passenger-systems,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,pass,yes,qa_action,required
samawah:SAM-SIG-009:wpt-20-install-commission:VERIFY,samawah:SAM-SIG-009:wpt-20-install-commission,samawah:SAM-SIG-009:qa-26-wayside-comms-safety,samawah,SAM-SIG-009,station systems node line-1-0425-0475,signalling-comms,wpt-20-install-commission,wayside-systems,qa-26-wayside-comms-safety,systems commissioning,"Wayside hardware, comms resilience, switch control, intrusion verdicts, passenger systems, and cybersecurity accepted before trial running.","W-SBC identity register, radio coverage, switch proof test, sensor calibration, CCTV/fare-system test, penetration-test closeout",systems assurance lead,pass,yes,qa_action,required
samawah:SAM-SW-016:sw-20-install-proof:VERIFY,samawah:SAM-SW-016:sw-20-install-proof,samawah:SAM-SW-016:qa-22-trackform-rail,samawah,SAM-SW-016,sw-line-1-0147-0558-yd-14,switch,sw-20-install-proof,track-civil,qa-22-trackform-rail,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.","track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",track acceptance engineer,pass,yes,qa_action,required
samawah:SAM-TRK-L2-004:trk-10-survey-utility:VERIFY,samawah:SAM-TRK-L2-004:trk-10-survey-utility,samawah:SAM-TRK-L2-004:qa-20-survey-geotech,samawah,SAM-TRK-L2-004,line-2 section 004,track-section,trk-10-survey-utility,track-civil,qa-20-survey-geotech,pre-construction,"Survey control, cadastral constraints, buried utilities, flood paths, and geotechnical assumptions accepted before civil construction.","topographic survey, utility scan, borehole/test-pit log, flood/drainage map, ROW constraint register",civil owner engineer,pass,yes,qa_action,required
samawah:SAM-WPT-L1-011:wpt-20-install-commission:VERIFY,samawah:SAM-WPT-L1-011:wpt-20-install-commission,samawah:SAM-WPT-L1-011:qa-26-wayside-comms-safety,samawah,SAM-WPT-L1-011,line-1 waypoint 011,waypoint,wpt-20-install-commission,wayside-systems,qa-26-wayside-comms-safety,systems commissioning,"Wayside hardware, comms resilience, switch control, intrusion verdicts, passenger systems, and cybersecurity accepted before trial running.","W-SBC identity register, radio coverage, switch proof test, sensor calibration, CCTV/fare-system test, penetration-test closeout",systems assurance lead,pass,yes,qa_action,required
samawah:SAM-EN-016:en-10-energy-build:VERIFY,samawah:SAM-EN-016:en-10-energy-build,samawah:SAM-EN-016:qa-25-power-energy,samawah,SAM-EN-016,energy site at line-2-0516-0525,energy,en-10-energy-build,energy,qa-25-power-energy,energy commissioning,"PV strings, storage, chargers, protection, earthing, islanding, and emergency isolation accepted before train charging.","PV string test, BESS commissioning record, charger load test, protection relay settings, earthing test, isolation drill",energy systems lead,pass,yes,qa_action,required
samawah:SAM-RS-L1-005:rs-10-material-kit:VERIFY,samawah:SAM-RS-L1-005:rs-10-material-kit,samawah:SAM-RS-L1-005:qa-10-carbody-structure,samawah,SAM-RS-L1-005,line-1 trainset 005,rolling-stock,rs-10-material-kit,rolling-stock,qa-10-carbody-structure,fabrication,"Dimensional survey, weld traceability, NDT sample, corrosion-protection record, and crash/load evidence accepted before fit-out.","EN 15085 weld pack, welder qualifications, material certificates, dimensional report, NDT report, coating record",rolling-stock QA lead,pass,yes,qa_action,required
samawah:SAM-SIG-012:wpt-10-cabinet-bench:VERIFY,samawah:SAM-SIG-012:wpt-10-cabinet-bench,samawah:SAM-SIG-012:qa-26-wayside-comms-safety,samawah,SAM-SIG-012,station systems node line-1-0310-0519,signalling-comms,wpt-10-cabinet-bench,wayside-systems,qa-26-wayside-comms-safety,systems commissioning,"Wayside hardware, comms resilience, switch control, intrusion verdicts, passenger systems, and cybersecurity accepted before trial running.","W-SBC identity register, radio coverage, switch proof test, sensor calibration, CCTV/fare-system test, penetration-test closeout",systems assurance lead,pass,yes,qa_action,required
samawah:SAM-ST-014:st-10-civil-structure:VERIFY,samawah:SAM-ST-014:st-10-civil-structure,samawah:SAM-ST-014:qa-24-stations-depots-plant,samawah,SAM-ST-014,مجمع فدك السكني,station,st-10-civil-structure,stations,qa-24-stations-depots-plant,building works,"Platforms, canopy PV, passenger circulation, depot pits, workshop tools, fire/life safety, and accessibility accepted before public opening.","platform gauge survey, canopy inspection, fire/life-safety signoff, accessibility audit, tool calibration, depot bay test",stations/depot acceptance board,pass,yes,qa_action,required
samawah:SAM-SW-019:sw-10-turnout-build:VERIFY,samawah:SAM-SW-019:sw-10-turnout-build,samawah:SAM-SW-019:qa-22-trackform-rail,samawah,SAM-SW-019,sw-line-1-0147-0558-yd-17,switch,sw-10-turnout-build,track-civil,qa-22-trackform-rail,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.","track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",track acceptance engineer,pass,yes,qa_action,required
samawah:SAM-TRK-L2-001:trk-30-trackform-rail:VERIFY,samawah:SAM-TRK-L2-001:trk-30-trackform-rail,samawah:SAM-TRK-L2-001:qa-22-trackform-rail,samawah,SAM-TRK-L2-001,line-2 section 001,track-section,trk-30-trackform-rail,track-civil,qa-22-trackform-rail,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.","track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",track acceptance engineer,pass,yes,qa_action,required
samawah:SAM-WPT-L2-002:wpt-10-cabinet-bench:VERIFY,samawah:SAM-WPT-L2-002:wpt-10-cabinet-bench,samawah:SAM-WPT-L2-002:qa-26-wayside-comms-safety,samawah,SAM-WPT-L2-002,line-2 waypoint 002,waypoint,wpt-10-cabinet-bench,wayside-systems,qa-26-wayside-comms-safety,systems commissioning,"Wayside hardware, comms resilience, switch control, intrusion verdicts, passenger systems, and cybersecurity accepted before trial running.","W-SBC identity register, radio coverage, switch proof test, sensor calibration, CCTV/fare-system test, penetration-test closeout",systems assurance lead,pass,yes,qa_action,required
samawah:SAM-EN-015:en-20-energy-commission:VERIFY,samawah:SAM-EN-015:en-20-energy-commission,samawah:SAM-EN-015:qa-25-power-energy,samawah,SAM-EN-015,energy site at line-2-0531-0579,energy,en-20-energy-commission,energy,qa-25-power-energy,energy commissioning,"PV strings, storage, chargers, protection, earthing, islanding, and emergency isolation accepted before train charging.","PV string test, BESS commissioning record, charger load test, protection relay settings, earthing test, isolation drill",energy systems lead,pass,yes,qa_action,required
samawah:SAM-RS-L1-004:rs-20-carbody-bogie:VERIFY,samawah:SAM-RS-L1-004:rs-20-carbody-bogie,samawah:SAM-RS-L1-004:qa-11-bogie-wheelset,samawah,SAM-RS-L1-004,line-1 trainset 004,rolling-stock,rs-20-carbody-bogie,rolling-stock,qa-11-bogie-wheelset,subassembly,"Bogie frame, wheelset, bearing, brake, and suspension records accepted before bogie marriage.","bogie frame NDT, wheel profile and axle UT/MT, bearing certificate, brake static test, torque/fastener log",mechanical acceptance engineer,pass,yes,qa_action,required
samawah:SAM-SIG-010:wpt-20-install-commission:VERIFY,samawah:SAM-SIG-010:wpt-20-install-commission,samawah:SAM-SIG-010:qa-26-wayside-comms-safety,samawah,SAM-SIG-010,station systems node line-1-0376-0483,signalling-comms,wpt-20-install-commission,wayside-systems,qa-26-wayside-comms-safety,systems commissioning,"Wayside hardware, comms resilience, switch control, intrusion verdicts, passenger systems, and cybersecurity accepted before trial running.","W-SBC identity register, radio coverage, switch proof test, sensor calibration, CCTV/fare-system test, penetration-test closeout",systems assurance lead,pass,yes,qa_action,required
