material_uid,manufacturing_uid,city,asset_id,asset_name,asset_type,package_id,phase,bom_source,bom_ref,description,quantity_basis,make_buy_source,base_usd,cost_basis,traceability_required,evidence_required,material_status
samawah:SAM-RS-L1-007:rs-20-carbody-bogie:MAT-028,samawah:SAM-RS-L1-007:rs-20-carbody-bogie,samawah,SAM-RS-L1-007,line-1 trainset 007,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,G19,G19,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L1-007:rs-20-carbody-bogie:MAT-029,samawah:SAM-RS-L1-007:rs-20-carbody-bogie,samawah,SAM-RS-L1-007,line-1 trainset 007,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,G20,G20,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L1-007:rs-25-clip-on-body:MAT-001,samawah:SAM-RS-L1-007:rs-25-clip-on-body,samawah,SAM-RS-L1-007,line-1 trainset 007,rolling-stock,rs-25-clip-on-body,rolling-stock,rolling_stock_bom,B6,B6,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L1-007:rs-25-clip-on-body:MAT-002,samawah:SAM-RS-L1-007:rs-25-clip-on-body,samawah,SAM-RS-L1-007,line-1 trainset 007,rolling-stock,rs-25-clip-on-body,rolling-stock,rolling_stock_bom,B7,B7,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L1-007:rs-25-clip-on-body:MAT-003,samawah:SAM-RS-L1-007:rs-25-clip-on-body,samawah,SAM-RS-L1-007,line-1 trainset 007,rolling-stock,rs-25-clip-on-body,rolling-stock,rolling_stock_bom,B20,B20,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L1-007:rs-25-clip-on-body:MAT-004,samawah:SAM-RS-L1-007:rs-25-clip-on-body,samawah,SAM-RS-L1-007,line-1 trainset 007,rolling-stock,rs-25-clip-on-body,rolling-stock,rolling_stock_bom,B28,B28,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-SIG-016:wpt-20-install-commission:MAT-001,samawah:SAM-SIG-016:wpt-20-install-commission,samawah,SAM-SIG-016,station systems node line-3-0459-0690-s000000,signalling-comms,wpt-20-install-commission,wayside-systems,project_kit,wayside:power-feed,wayside:power feed,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-SIG-016:wpt-20-install-commission:MAT-002,samawah:SAM-SIG-016:wpt-20-install-commission,samawah,SAM-SIG-016,station systems node line-3-0459-0690-s000000,signalling-comms,wpt-20-install-commission,wayside-systems,project_kit,wayside:comms-link,wayside:comms link,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-SIG-016:wpt-20-install-commission:MAT-003,samawah:SAM-SIG-016:wpt-20-install-commission,samawah,SAM-SIG-016,station systems node line-3-0459-0690-s000000,signalling-comms,wpt-20-install-commission,wayside-systems,project_kit,wayside:sensor-kit,wayside:sensor kit,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-SIG-016:wpt-20-install-commission:MAT-004,samawah:SAM-SIG-016:wpt-20-install-commission,samawah,SAM-SIG-016,station systems node line-3-0459-0690-s000000,signalling-comms,wpt-20-install-commission,wayside-systems,project_kit,wayside:mounting-hardware,wayside:mounting hardware,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-ST-016:st-20-mep-passenger-systems:MAT-001,samawah:SAM-ST-016:st-20-mep-passenger-systems,samawah,SAM-ST-016,كشته,station,st-20-mep-passenger-systems,stations,project_kit,station:electrical-mep,station:electrical mep,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-ST-016:st-20-mep-passenger-systems:MAT-002,samawah:SAM-ST-016:st-20-mep-passenger-systems,samawah,SAM-ST-016,كشته,station,st-20-mep-passenger-systems,stations,project_kit,station:network-cabinet,station:network cabinet,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-ST-016:st-20-mep-passenger-systems:MAT-003,samawah:SAM-ST-016:st-20-mep-passenger-systems,samawah,SAM-ST-016,كشته,station,st-20-mep-passenger-systems,stations,project_kit,station:pis-pa-cctv,station:pis pa cctv,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-ST-016:st-20-mep-passenger-systems:MAT-004,samawah:SAM-ST-016:st-20-mep-passenger-systems,samawah,SAM-ST-016,كشته,station,st-20-mep-passenger-systems,stations,project_kit,station:fare-kit,station:fare kit,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-ST-016:st-20-mep-passenger-systems:MAT-005,samawah:SAM-ST-016:st-20-mep-passenger-systems,samawah,SAM-ST-016,كشته,station,st-20-mep-passenger-systems,stations,project_kit,station:signage,station:signage,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-SW-023:sw-20-install-proof:MAT-001,samawah:SAM-SW-023:sw-20-install-proof,samawah,SAM-SW-023,sw-line-3-0484-0261-s012046-tb,switch,sw-20-install-proof,track-civil,project_kit,switch:site-trackform,switch:site trackform,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-SW-023:sw-20-install-proof:MAT-002,samawah:SAM-SW-023:sw-20-install-proof,samawah,SAM-SW-023,sw-line-3-0484-0261-s012046-tb,switch,sw-20-install-proof,track-civil,project_kit,switch:cabling,switch:cabling,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-SW-023:sw-20-install-proof:MAT-003,samawah:SAM-SW-023:sw-20-install-proof,samawah,SAM-SW-023,sw-line-3-0484-0261-s012046-tb,switch,sw-20-install-proof,track-civil,project_kit,switch:route-proof-kit,switch:route proof kit,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-SW-023:sw-20-install-proof:MAT-004,samawah:SAM-SW-023:sw-20-install-proof,samawah,SAM-SW-023,sw-line-3-0484-0261-s012046-tb,switch,sw-20-install-proof,track-civil,project_kit,switch:as-built-survey,switch:as built survey,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-WPT-L3-005:wpt-20-install-commission:MAT-001,samawah:SAM-WPT-L3-005:wpt-20-install-commission,samawah,SAM-WPT-L3-005,line-3 waypoint 005,waypoint,wpt-20-install-commission,wayside-systems,project_kit,wayside:power-feed,wayside:power feed,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-WPT-L3-005:wpt-20-install-commission:MAT-002,samawah:SAM-WPT-L3-005:wpt-20-install-commission,samawah,SAM-WPT-L3-005,line-3 waypoint 005,waypoint,wpt-20-install-commission,wayside-systems,project_kit,wayside:comms-link,wayside:comms link,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-WPT-L3-005:wpt-20-install-commission:MAT-003,samawah:SAM-WPT-L3-005:wpt-20-install-commission,samawah,SAM-WPT-L3-005,line-3 waypoint 005,waypoint,wpt-20-install-commission,wayside-systems,project_kit,wayside:sensor-kit,wayside:sensor kit,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-WPT-L3-005:wpt-20-install-commission:MAT-004,samawah:SAM-WPT-L3-005:wpt-20-install-commission,samawah,SAM-WPT-L3-005,line-3 waypoint 005,waypoint,wpt-20-install-commission,wayside-systems,project_kit,wayside:mounting-hardware,wayside:mounting hardware,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L1-006:rs-30-traction-battery-control:MAT-001,samawah:SAM-RS-L1-006:rs-30-traction-battery-control,samawah,SAM-RS-L1-006,line-1 trainset 006,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,T1,T1,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L1-006:rs-30-traction-battery-control:MAT-002,samawah:SAM-RS-L1-006:rs-30-traction-battery-control,samawah,SAM-RS-L1-006,line-1 trainset 006,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,T2,T2,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L1-006:rs-30-traction-battery-control:MAT-003,samawah:SAM-RS-L1-006:rs-30-traction-battery-control,samawah,SAM-RS-L1-006,line-1 trainset 006,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,T3,T3,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L1-006:rs-30-traction-battery-control:MAT-004,samawah:SAM-RS-L1-006:rs-30-traction-battery-control,samawah,SAM-RS-L1-006,line-1 trainset 006,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,T4,T4,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L1-006:rs-30-traction-battery-control:MAT-005,samawah:SAM-RS-L1-006:rs-30-traction-battery-control,samawah,SAM-RS-L1-006,line-1 trainset 006,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,T5,T5,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L1-006:rs-30-traction-battery-control:MAT-006,samawah:SAM-RS-L1-006:rs-30-traction-battery-control,samawah,SAM-RS-L1-006,line-1 trainset 006,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,T6,T6,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L1-006:rs-30-traction-battery-control:MAT-007,samawah:SAM-RS-L1-006:rs-30-traction-battery-control,samawah,SAM-RS-L1-006,line-1 trainset 006,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,T7,T7,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L1-006:rs-30-traction-battery-control:MAT-008,samawah:SAM-RS-L1-006:rs-30-traction-battery-control,samawah,SAM-RS-L1-006,line-1 trainset 006,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,T8,T8,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L1-006:rs-30-traction-battery-control:MAT-009,samawah:SAM-RS-L1-006:rs-30-traction-battery-control,samawah,SAM-RS-L1-006,line-1 trainset 006,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,T9,T9,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L1-006:rs-30-traction-battery-control:MAT-010,samawah:SAM-RS-L1-006:rs-30-traction-battery-control,samawah,SAM-RS-L1-006,line-1 trainset 006,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,T10,T10,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L1-006:rs-30-traction-battery-control:MAT-011,samawah:SAM-RS-L1-006:rs-30-traction-battery-control,samawah,SAM-RS-L1-006,line-1 trainset 006,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,T11,T11,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L1-006:rs-30-traction-battery-control:MAT-012,samawah:SAM-RS-L1-006:rs-30-traction-battery-control,samawah,SAM-RS-L1-006,line-1 trainset 006,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,T12,T12,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L1-006:rs-30-traction-battery-control:MAT-013,samawah:SAM-RS-L1-006:rs-30-traction-battery-control,samawah,SAM-RS-L1-006,line-1 trainset 006,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,T13,T13,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L1-006:rs-30-traction-battery-control:MAT-014,samawah:SAM-RS-L1-006:rs-30-traction-battery-control,samawah,SAM-RS-L1-006,line-1 trainset 006,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,T15,T15,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
